GRIDCODE,ID,furb,frural,fpob, PobUrb, PobR, puT,prT, PobT
0			fraction
169051,21001, 0.0778837, 0.0300314, 0.0743459,  4353,   134,  55891,   4462,  60353
169052,21001, 0.0771323, 0.0100852, 0.0721754,  4311,    45,  55891,   4462,  60353
169053,21001, 0.2500939, 0.1107127, 0.2397892, 13978,   494,  55891,   4462,  60353
169054,21001, 0.0347462, 0.0425818, 0.0353255,  1942,   190,  55891,   4462,  60353
169055,21001, 0.0000000, 0.0096369, 0.0007125,     0,    43,  55891,   4462,  60353
169058,21104, 0.0000000, 0.0883361, 0.0255020,     0,   696,  19413,   7879,  27292
169059,21152, 0.0000000, 0.1133941, 0.0499744,     0,   585,   6547,   5159,  11706
169061,21152, 0.5316939, 0.1808490, 0.3770716,  3481,   933,   6547,   5159,  11706
169062,21096, 0.9228070, 0.1266556, 0.5575389,  1315,   153,   1425,   1208,   2633
169063,21142, 0.0195726, 0.0010341, 0.0163276,   446,     5,  22787,   4835,  27622
169063,21096, 0.0000000, 0.7061259, 0.3239651,     0,   853,   1425,   1208,   2633
169064,21142, 0.0735946, 0.0122027, 0.0628485,  1677,    59,  22787,   4835,  27622
170034,15110, 0.0000000, 0.0142614, 0.0070618,     0,   435,  31097,  30502,  61599
170037,15110, 0.0000000, 0.0449479, 0.0222569,     0,  1371,  31097,  30502,  61599
170038,15110, 0.0000000, 0.0058357, 0.0028897,     0,   178,  31097,  30502,  61599
170039,15110, 0.0000000, 0.0125893, 0.0062339,     0,   384,  31097,  30502,  61599
170039,15007, 0.0000000, 0.0070171, 0.0066031,     0,   151,   1349,  21519,  22868
170047,15118, 0.0000000, 0.0066922, 0.0017167,     0,   288, 124724,  43035, 167759
170052,15018, 0.0000000, 0.0718175, 0.0238343,     0,  1121,  31424,  15609,  47033
170053,15018, 0.0619908, 0.0025626, 0.0422682,  1948,    40,  31424,  15609,  47033
170054,15018, 0.0050916, 0.1194824, 0.0430549,   160,  1865,  31424,  15609,  47033
170055,15073, 0.2226742, 0.1751592, 0.2199801,  4653,   220,  20896,   1256,  22152
170055,15018, 0.1629328, 0.2468448, 0.1907809,  5120,  3853,  31424,  15609,  47033
170055,15027, 0.0133628, 0.1785047, 0.0316246,   115,   191,   8606,   1070,   9676
170056,15018, 0.0000000, 0.0568903, 0.0188804,     0,   888,  31424,  15609,  47033
170056,15073, 0.1778809, 0.0222930, 0.1690592,  3717,    28,  20896,   1256,  22152
170056,15027, 0.0000000, 0.0588785, 0.0065110,     0,    63,   8606,   1070,   9676
170057,15101, 0.0091767, 0.0277373, 0.0156617,   422,   685,  45986,  24696,  70682
170057,15073, 0.0000000, 0.1759554, 0.0099765,     0,   221,  20896,   1256,  22152
170058,15012, 1.0000000, 1.0000000, 1.0000000,  8062,  2237,   8062,   2237,  10299
170058,15101, 0.0593441, 0.0197198, 0.0454996,  2729,   487,  45986,  24696,  70682
170059,15101, 0.4070369, 0.0378199, 0.2780340, 18718,   934,  45986,  24696,  70682
170060,15043, 0.3552483, 0.3117916, 0.3361251,  5344,  3686,  15043,  11822,  26865
170061,15043, 0.6447517, 0.5156488, 0.5879397,  9699,  6096,  15043,  11822,  26865
170061,15101, 0.0371200, 0.0576207, 0.0442828,  1707,  1423,  45986,  24696,  70682
170067,9012 , 0.0000000, 0.0002218, 0.0000031,     0,     2, 641550,   9017, 650567
170068,9012 , 0.0000000, 0.0009981, 0.0000138,     0,     9, 641550,   9017, 650567
170069,9012 , 0.0000421, 0.0608850, 0.0008854,    27,   549, 641550,   9017, 650567
170070,9012 , 0.0019749, 0.0700898, 0.0029190,  1267,   632, 641550,   9017, 650567
170072,9009 , 0.0405543, 0.0759425, 0.0450828,  4618,  1269, 113872,  16710, 130582
170073,9009 , 0.0653541, 0.0779174, 0.0669618,  7442,  1302, 113872,  16710, 130582
170074,9009 , 0.0618765, 0.0783363, 0.0639828,  7046,  1309, 113872,  16710, 130582
170075,9009 , 0.0997260, 0.0467983, 0.0929531, 11356,   782, 113872,  16710, 130582
170076,9009 , 0.0018266, 0.0155595, 0.0035840,   208,   260, 113872,  16710, 130582
170079,15083, 0.0000000, 0.0012561, 0.0006247,     0,     7,   5633,   5573,  11206
170080,15089, 0.4921386, 0.0441776, 0.2946682,  2911,   206,   5915,   4663,  10578
170082,15009, 0.0000000, 0.0033951, 0.0007228,     0,    35,  38112,  10309,  48421
170082,15103, 0.0000000, 0.0119377, 0.0027097,     0,   125,  35659,  10471,  46130
170083,15009, 0.0019679, 0.2580270, 0.0564838,    75,  2660,  38112,  10309,  48421
170083,15103, 0.0000000, 0.3779009, 0.0857793,     0,  3957,  35659,  10471,  46130
170092,21048, 0.0460514, 0.0272687, 0.0438120,   761,    61,  16525,   2237,  18762
170093,21048, 0.0910741, 0.0040232, 0.0806950,  1505,     9,  16525,   2237,  18762
170094,21074, 0.0000000, 0.0229225, 0.0055943,     0,   355,  47970,  15487,  63457
170095,21074, 0.0330415, 0.3143281, 0.1016909,  1585,  4868,  47970,  15487,  63457
170096,21074, 0.4884511, 0.0038096, 0.3701719, 23431,    59,  47970,  15487,  63457
170097,21074, 0.0000000, 0.0056176, 0.0013710,     0,    87,  47970,  15487,  63457
170098,21181, 0.5457882, 0.5620438, 0.5464987,  3272,   154,   5995,    274,   6269
170099,21181, 0.0000000, 0.4379562, 0.0191418,     0,   120,   5995,    274,   6269
170100,21034, 0.1343897, 0.2219608, 0.1376171,  4478,   283,  33321,   1275,  34596
170100,21136, 0.1999290, 0.0395137, 0.1953785,  2253,    13,  11269,    329,  11598
170101,21034, 0.0000000, 0.0847059, 0.0031217,     0,   108,  33321,   1275,  34596
170101,21041, 0.0396309, 0.1856160, 0.0508888,  2895,  1133,  73049,   6104,  79153
170103,29027, 0.8154005, 0.0551181, 0.8071920,  9488,     7,  11636,    127,  11763
170104,29027, 0.0169302, 0.2755905, 0.0197229,   197,    35,  11636,    127,  11763
170105,29025, 0.0079250, 0.0437870, 0.0083603,   545,    37,  68770,    845,  69615
170106,21114, 0.0041846, 0.0048875, 0.0041992,  6310,   156,1507901,  31918,1539819
170106,29025, 0.1076778, 0.1455621, 0.1081376,  7405,   123,  68770,    845,  69615
170107,21114, 0.0056721, 0.0507237, 0.0066060,  8553,  1619,1507901,  31918,1539819
170107,29028, 0.0000000, 0.0294431, 0.0038300,     0,    83,  18852,   2819,  21671
170108,21114, 0.0000000, 0.0003446, 0.0000071,     0,    11,1507901,  31918,1539819
170109,21114, 0.0000000, 0.0001253, 0.0000026,     0,     4,1507901,  31918,1539819
170109,21163, 0.0000000, 0.0421053, 0.0004916,     0,     8,  16085,    190,  16275
170110,21163, 0.0000000, 0.0842105, 0.0009831,     0,    16,  16085,    190,  16275
170111,21001, 0.0000000, 0.0100852, 0.0007456,     0,    45,  55891,   4462,  60353
170112,21001, 0.0000000, 0.1515016, 0.0112008,     0,   676,  55891,   4462,  60353
170113,21001, 0.0000537, 0.0015688, 0.0001657,     3,     7,  55891,   4462,  60353
170114,21104, 0.1728223, 0.0116766, 0.1263008,  3355,    92,  19413,   7879,  27292
170115,21104, 0.0000000, 0.0003808, 0.0001099,     0,     3,  19413,   7879,  27292
170116,21104, 0.0000000, 0.1181622, 0.0341126,     0,   931,  19413,   7879,  27292
170118,21152, 0.0000000, 0.3531692, 0.1556467,     0,  1822,   6547,   5159,  11706
170118,21104, 0.0000000, 0.0888438, 0.0256485,     0,   700,  19413,   7879,  27292
170119,21152, 0.0096227, 0.0279124, 0.0176832,    63,   144,   6547,   5159,  11706
170120,21152, 0.3427524, 0.0284939, 0.2042542,  2244,   147,   6547,   5159,  11706
170120,21096, 0.0000000, 0.0124172, 0.0056969,     0,    15,   1425,   1208,   2633
170121,21096, 0.0000000, 0.0033113, 0.0015192,     0,     4,   1425,   1208,   2633
