GRIDCODE,CVENTMUN,Fb
1434684,06006,0.000579956
1434684,06009,0.002077664
1434685,06006,0.00104257
1434685,06009,9.82362E-05
1434686,06006,0.003309923
1434687,06006,0.003192927
1434687,06009,0.000163575
1434688,06006,0.003213137
1434688,06009,0.000139703
1434689,06006,0.003331411
1434690,06006,0.003331411
1434691,06006,0.003331252
1434692,06006,0.003331411
1434693,06006,0.002815786
1434694,06006,0.002213969
1434695,06006,0.002254036
1434696,06006,0.000150281
1434697,06006,0.001812748
1434698,06006,0.003331411
1434699,06006,0.003331411
1434700,06006,0.003331411
1434701,06006,0.003331411
1434702,06006,0.003331411
1434703,06006,0.003331411
1434704,06002,1.15474E-05
1434704,06006,0.003314051
1434705,06002,0.002177553
1434705,06006,5.76528E-05
1434706,06002,0.002215901
1434707,06002,0.002206549
1434708,06002,0.002174735
1434709,06002,0.001904363
1434709,16026,5.11973E-05
1434710,16026,0.00469823
1434711,16026,0.004378623
1434712,16026,0.004469739
1434713,16026,0.003716136
1434714,16026,0.005118793
1434715,16026,0.005118793
1437829,06001,0.000817959
1437830,06001,0.001737781
1437831,06001,0.000229508
1437832,06001,0.001562412
1437833,06001,0.003611695
1437834,06001,0.002719097
1437835,06001,0.004206936
1437836,06001,0.004095787
1437837,06001,0.001149378
1437857,06009,0.003075421
1437858,06009,0.003935013
1437859,06009,0.003935013
1437860,06009,0.003935013
1437861,06009,0.003935013
1437862,06009,0.003908529
1437863,06006,0.00044063
1437863,06009,0.002109174
1437864,06006,0.003190044
1437864,06009,4.34932E-05
1437865,06006,0.003331411
1437866,06006,0.003331411
1437867,06006,0.003331411
1437868,06006,0.003331411
1437869,06006,0.00157441
1437870,06006,0.003127708
1437871,06006,0.002673383
1437872,06006,0.00273961
1437873,06006,0.002165903
1437874,06006,0.003103244
1437875,06006,0.002831612
1437876,06006,0.003331411
1437877,06006,0.003331411
1437878,06006,0.003331411
1437879,06006,0.003331411
1437880,06006,0.003331411
1437881,06006,0.003331411
1437882,06002,0.00151586
1437882,06006,0.00105245
1437883,06002,0.002186869
1437883,06006,4.36467E-05
1437884,06002,0.002215901
1437885,06002,0.002215901
1437886,06002,0.002215901
1437887,06002,0.002162371
1437888,06002,0.001127843
1437888,16026,6.69863E-06
1437889,06002,0.000867665
1437889,16026,3.77931E-05
1437890,16026,0.001525907
1437891,16026,0.004907631
1437892,16026,0.005118793
1437893,16026,0.005118793
1441005,06001,0.000232136
1441006,06001,0.001830835
1441007,06001,0.00115028
1441008,06001,0.000653462
1441009,06001,0.00343848
1441010,06001,0.004206224
1441011,06001,0.001962575
1441012,06001,0.000107316
1441013,06001,0.003874825
1441014,06001,0.002869971
1441015,06001,0.000282683
1441016,06001,0.000125614
1441017,06001,0.001972506
1441018,06001,0.001972199
1441020,06001,3.04185E-05
1441021,06001,0.000843985
1441022,06001,0.000840546
1441022,06009,2.558E-05
1441034,06009,0.000182376
1441035,06009,0.003838025
1441036,06009,0.003935013
1441037,06009,0.003935013
1441038,06009,0.003935013
1441039,06009,0.003301888
1441040,06009,0.001419291
1441041,06009,0.001225955
1441042,06006,0.001522135
1441042,06009,0.001334103
1441043,06006,0.003331411
1441044,06006,0.003331411
1441045,06006,0.003331411
1441046,06006,0.002504673
1441047,06006,9.75078E-06
1441048,06006,0.002188477
1441049,06006,0.001052263
1441050,06006,0.001570023
1441051,06006,0.0031712
1441052,06006,0.003331411
1441053,06006,0.003331411
1441054,06006,0.003331411
1441055,06006,0.003331411
1441056,06006,0.003331411
1441057,06006,0.003331411
1441058,06006,0.003331411
1441059,06006,0.003331411
1441060,06002,0.001534557
1441060,06006,0.00102434
1441061,06002,0.002215901
1441062,06002,0.002215901
1441063,06002,0.002215901
1441064,06002,0.002215901
1441065,06002,0.002215901
1441066,06002,0.002215901
1441067,06002,0.001188714
1441067,16026,0.000440729
1441068,16026,0.004542563
1441069,16026,0.002675879
1441070,16026,0.003897559
1441071,16026,0.005118793
1444181,06007,2.41213E-05
1444182,06001,0.000579942
1444182,06007,0.000199719
1444183,06001,0.002022128
1444184,06001,0.00030284
1444185,06001,0.001767782
1444186,06001,0.004023978
1444187,06001,0.004185676
1444188,06001,0.001967475
1444190,06001,0.00071431
1444191,06001,0.004205716
1444192,06001,0.002597069
1444193,06001,0.003936574
1444194,06001,0.001653188
1444195,06001,0.004034861
1444196,06001,0.004181214
1444197,06001,0.000385024
1444198,06001,0.000755956
1444199,06001,0.003961329
1444200,06001,0.003602621
1444200,06009,0.000304539
1444201,06001,7.88187E-05
1444201,06009,0.002988745
1444202,06009,0.002248257
1444203,06009,0.000997899
1444212,06009,0.000986874
1444213,06009,0.003935013
1444214,06009,0.003935013
