GRIDCODE,LONG,LATITUDE,Huso,POB,UTMX,UTMY,UTMZ
406194,-100.001364,25.259984,6,4633,2700321.77420,1469649.06160,14
406195,-99.971437,25.259602,6,71,2703321.77420,1469649.06160,14
406196,-99.94151,25.259214,6,299,2706321.77420,1469649.06160,14
406197,-99.911582,25.258821,6,0,2709321.77420,1469649.06160,14
406198,-99.881656,25.258421,6,7,2712321.77420,1469649.06160,14
406199,-99.851729,25.258017,6,107,2715321.77420,1469649.06160,14
406200,-99.821802,25.257606,6,337,2718321.77420,1469649.06160,14
406201,-99.791876,25.25719,6,14,2721321.77420,1469649.06160,14
406202,-99.76195,25.256768,6,54,2724321.77420,1469649.06160,14
406203,-99.732024,25.25634,6,473,2727321.77420,1469649.06160,14
406204,-99.702098,25.255907,6,2608,2730321.77420,1469649.06160,14
406205,-99.672173,25.255468,6,4000,2733321.77420,1469649.06160,14
406206,-99.642247,25.255024,6,449,2736321.77420,1469649.06160,14
407216,-101.108593,25.297347,6,3,2589321.77420,1472649.06160,14
407217,-101.078655,25.297175,6,250,2592321.77420,1472649.06160,14
407218,-101.048716,25.296997,6,0,2595321.77420,1472649.06160,14
407219,-101.018778,25.296813,6,0,2598321.77420,1472649.06160,14
407220,-100.98884,25.296624,6,6,2601321.77420,1472649.06160,14
407221,-100.958902,25.29643,6,169,2604321.77420,1472649.06160,14
407222,-100.928964,25.296229,6,0,2607321.77420,1472649.06160,14
407223,-100.899026,25.296023,6,0,2610321.77420,1472649.06160,14
407224,-100.869088,25.295811,6,0,2613321.77420,1472649.06160,14
407225,-100.839151,25.295594,6,2,2616321.77420,1472649.06160,14
407226,-100.809213,25.295371,6,311,2619321.77420,1472649.06160,14
407227,-100.779276,25.295142,6,6,2622321.77420,1472649.06160,14
407228,-100.749338,25.294908,6,0,2625321.77420,1472649.06160,14
407229,-100.719401,25.294667,6,1,2628321.77420,1472649.06160,14
407230,-100.689464,25.294421,6,2,2631321.77420,1472649.06160,14
407231,-100.659527,25.29417,6,54,2634321.77420,1472649.06160,14
407232,-100.62959,25.293913,6,59,2637321.77420,1472649.06160,14
407233,-100.599653,25.29365,6,0,2640321.77420,1472649.06160,14
407234,-100.569717,25.293381,6,3,2643321.77420,1472649.06160,14
407235,-100.53978,25.293107,6,0,2646321.77420,1472649.06160,14
407236,-100.509844,25.292827,6,0,2649321.77420,1472649.06160,14
407237,-100.479908,25.292541,6,0,2652321.77420,1472649.06160,14
407238,-100.449971,25.29225,6,0,2655321.77420,1472649.06160,14
407239,-100.420035,25.291953,6,7,2658321.77420,1472649.06160,14
407240,-100.3901,25.29165,6,9,2661321.77420,1472649.06160,14
407241,-100.360164,25.291342,6,48,2664321.77420,1472649.06160,14
407242,-100.330228,25.291028,6,113,2667321.77420,1472649.06160,14
407243,-100.300293,25.290708,6,16,2670321.77420,1472649.06160,14
407244,-100.270358,25.290383,6,2,2673321.77420,1472649.06160,14
407245,-100.240422,25.290052,6,19,2676321.77420,1472649.06160,14
407246,-100.210487,25.289715,6,0,2679321.77420,1472649.06160,14
407247,-100.180553,25.289373,6,0,2682321.77420,1472649.06160,14
407248,-100.150618,25.289025,6,1,2685321.77420,1472649.06160,14
407249,-100.120683,25.288671,6,0,2688321.77420,1472649.06160,14
407250,-100.090749,25.288311,6,0,2691321.77420,1472649.06160,14
407251,-100.060815,25.287946,6,385,2694321.77420,1472649.06160,14
407252,-100.030881,25.287575,6,16544,2697321.77420,1472649.06160,14
407253,-100.000947,25.287199,6,3882,2700321.77420,1472649.06160,14
407254,-99.971013,25.286817,6,828,2703321.77420,1472649.06160,14
407255,-99.94108,25.286429,6,476,2706321.77420,1472649.06160,14
407256,-99.911147,25.286035,6,14,2709321.77420,1472649.06160,14
407257,-99.881213,25.285636,6,201,2712321.77420,1472649.06160,14
407258,-99.85128,25.285231,6,10,2715321.77420,1472649.06160,14
407259,-99.821348,25.28482,6,9,2718321.77420,1472649.06160,14
407260,-99.791415,25.284404,6,10,2721321.77420,1472649.06160,14
407261,-99.761483,25.283982,6,19,2724321.77420,1472649.06160,14
407262,-99.731551,25.283555,6,24,2727321.77420,1472649.06160,14
407263,-99.701619,25.283121,6,594,2730321.77420,1472649.06160,14
407264,-99.671687,25.282682,6,73,2733321.77420,1472649.06160,14
407265,-99.641755,25.282238,6,516,2736321.77420,1472649.06160,14
408275,-101.108407,25.324563,6,11,2589321.77420,1475649.06160,14
408276,-101.078462,25.324391,6,3,2592321.77420,1475649.06160,14
408277,-101.048518,25.324213,6,0,2595321.77420,1475649.06160,14
408278,-101.018573,25.32403,6,0,2598321.77420,1475649.06160,14
408279,-100.988629,25.323841,6,0,2601321.77420,1475649.06160,14
408280,-100.958685,25.323646,6,0,2604321.77420,1475649.06160,14
408281,-100.92874,25.323445,6,0,2607321.77420,1475649.06160,14
408282,-100.898796,25.323239,6,342,2610321.77420,1475649.06160,14
408283,-100.868852,25.323027,6,0,2613321.77420,1475649.06160,14
408284,-100.838908,25.32281,6,0,2616321.77420,1475649.06160,14
408285,-100.808965,25.322587,6,1,2619321.77420,1475649.06160,14
408286,-100.779021,25.322358,6,9,2622321.77420,1475649.06160,14
408287,-100.749077,25.322123,6,26,2625321.77420,1475649.06160,14
408288,-100.719134,25.321883,6,38,2628321.77420,1475649.06160,14
408289,-100.68919,25.321637,6,76,2631321.77420,1475649.06160,14
408290,-100.659247,25.321386,6,46,2634321.77420,1475649.06160,14
408291,-100.629304,25.321128,6,142,2637321.77420,1475649.06160,14
408292,-100.599361,25.320865,6,0,2640321.77420,1475649.06160,14
408293,-100.569418,25.320597,6,0,2643321.77420,1475649.06160,14
408294,-100.539475,25.320322,6,15,2646321.77420,1475649.06160,14
408295,-100.509533,25.320042,6,20,2649321.77420,1475649.06160,14
408296,-100.47959,25.319757,6,28,2652321.77420,1475649.06160,14
408297,-100.449648,25.319465,6,12,2655321.77420,1475649.06160,14
408298,-100.419706,25.319168,6,0,2658321.77420,1475649.06160,14
408299,-100.389763,25.318866,6,0,2661321.77420,1475649.06160,14
408300,-100.359821,25.318557,6,0,2664321.77420,1475649.06160,14
408301,-100.32988,25.318243,6,0,2667321.77420,1475649.06160,14
408302,-100.299938,25.317923,6,0,2670321.77420,1475649.06160,14
408303,-100.269996,25.317598,6,0,2673321.77420,1475649.06160,14
408304,-100.240055,25.317267,6,51,2676321.77420,1475649.06160,14
408305,-100.210114,25.31693,6,9,2679321.77420,1475649.06160,14
408306,-100.180173,25.316587,6,0,2682321.77420,1475649.06160,14
408307,-100.150232,25.316239,6,5,2685321.77420,1475649.06160,14
408308,-100.120291,25.315885,6,0,2688321.77420,1475649.06160,14
408309,-100.09035,25.315526,6,30,2691321.77420,1475649.06160,14
408310,-100.06041,25.315161,6,717,2694321.77420,1475649.06160,14
408311,-100.03047,25.31479,6,1867,2697321.77420,1475649.06160,14
408312,-100.00053,25.314413,6,1280,2700321.77420,1475649.06160,14
